instrument,pip_size,stop_loss_pips,take_profit_pips,proximity_alert_pips,base_volume,profit_volume,DAILY_BIAS,levels_csv_file,trade_log_file
JCI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
K.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
KEY.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
KEYS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
KIM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
KMI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
KR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LHX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LH.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LW.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LVS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LEG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LDOS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LEN.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LNC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LYV.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
L.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LOW.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LUMN.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LYB.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MTB.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MPC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MMC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MLM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MAS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MKC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MCK.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MDT.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MET.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MTD.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MAA.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MHK.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TAP.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MCO.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MOS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MSI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
MSCI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NEM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NSC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NOC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NCLH.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NOV.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NRG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NUE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NVR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
OXY.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
OMC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
OKE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
OTIS.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PKG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PH.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PAYC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PNR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PRGO.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PSX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PNW.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PNC.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PPG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PPL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PGR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PLD.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PRU.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PEG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PSA.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PHM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PVH.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
PWR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
DGX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
RJF.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
RYN.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
O.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
RF.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
RSG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
RMD.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
RHI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ROK.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ROL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
ROP.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
RCL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SPGI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
CRM.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SEE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SRE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
NOW.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SPG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SLG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SNA.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SO.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
LUV.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SWK.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
STT.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
STE.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SYK.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SYF.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
SYY.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TPR.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TGT.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TEL.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
FTI.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TDY.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TFX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TXT.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TJX.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TT.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
TDG.NYSE,1,1,1,1,1,1,BUY,D:\TRADING\ALGO_STUFF_2025\TRADING_BOTs\LEVELS\lse_levels_file.csv,D:\TRADING\ALGO_STUFF_2025\STOCK_TRADING_BOTs\Signals_LSE\Acc_lse_trades_log.csv
